Image_ID,class,confidence,ymin,xmin,ymax,xmax
image_1431,0,0.499870956,0.877777778,0.453125,0.997222222,0.57578125
image_1400,0,0.855642796,0.729166667,0.05,0.880555556,0.16484375
image_1400,0,0.854585171,0.738888889,0.67890625,0.888888889,0.7828125
image_1400,1,0.689267635,0.697222222,0.26953125,0.865277778,0.39921875
image_1397,0,0.794447482,0.719444444,0.24453125,0.823611111,0.34765625
image_1397,0,0.78398639,0.727777778,0.43671875,0.869444444,0.55703125
image_1397,1,0.739004493,0.730555556,0.6140625,0.847222222,0.715625
image_1427,0,0.846720219,0.745833333,0.1515625,0.865277778,0.2390625
image_1427,0,0.762257636,0.713888889,0.58046875,0.884722222,0.740625
image_1427,0,0.608952761,0.5875,0.4296875,0.8875,0.57578125
image_1427,0,0.46066606,0.048611111,0.16328125,0.280555556,0.26015625
image_1438,1,0.942906082,0.608333333,0.4125,0.8,0.49140625
image_1452,1,0.790899754,0.740277778,0.83515625,1,0.96953125
image_1372,0,0.863529563,0.654166667,0.22734375,0.779166667,0.2953125
image_1372,0,0.820834339,0.695833333,0.634375,0.780555556,0.74921875
image_1372,0,0.427439779,0.868055556,0.4296875,0.993055556,0.56796875
image_1409,1,0.818951428,0.698611111,0.6703125,0.936111111,0.7875
image_1409,1,0.571235299,0.786111111,0.00078125,0.973611111,0.17421875
image_1409,1,0.432283074,0.748611111,0.34609375,1,0.54453125
image_1459,0,0.948200822,0.669444444,0.690625,0.869444444,0.7734375
image_1459,0,0.891679108,0.720833333,0.359375,0.863888889,0.4484375
image_1459,0,0.814707875,0.716666667,0.0375,0.926388889,0.19921875
image_1523,1,0.88835758,0.606944444,0.17578125,0.836111111,0.2421875
image_1523,0,0.756438792,0.713888889,0.3125,0.847222222,0.45
image_1523,0,0.584836483,0.058333333,0.18515625,0.283333333,0.27890625
image_1501,0,0.834335446,0.740277778,0.82109375,0.897222222,0.959375
image_1501,0,0.481531143,0.869444444,0.434375,0.991666667,0.56640625
image_1542,0,0.896168709,0.680555556,0.36015625,0.826388889,0.45625
image_1542,0,0.838853717,0.694444444,0.8296875,0.809722222,0.92421875
image_1542,1,0.682429016,0.580555556,0.5640625,0.808333333,0.70390625
image_1514,1,0.791118383,0.590277778,0.63203125,0.790277778,0.715625
image_1525,0,0.856824756,0.698611111,0.22265625,0.820833333,0.309375
image_1525,0,0.817370057,0.711111111,0.596875,0.844444444,0.67421875
image_1525,1,0.771879792,0.7,0.38984375,0.841666667,0.5265625
image_1468,1,0.870285034,0.638888889,0.66484375,0.833333333,0.7671875
image_1468,1,0.867289484,0.568055556,0.08984375,0.801388889,0.221875
image_1468,0,0.808409214,0.616666667,0.38671875,0.838888889,0.48984375
image_1505,0,0.850707173,0.720833333,0.5703125,0.841666667,0.68671875
image_1505,1,0.828526258,0.690277778,0.16171875,0.820833333,0.29296875
image_1505,0,0.400106043,0.906944444,0.44296875,0.995833333,0.56796875
image_1520,0,0.825681448,0.765277778,0.48046875,0.891666667,0.56953125
image_1520,0,0.790575027,0.75,0.1765625,0.847222222,0.290625
image_1520,0,0.661036313,0.029166667,0.171875,0.281944444,0.278125
image_1520,0,0.476519912,0.005555556,0.0796875,0.256944444,0.1703125
image_1462,1,0.890628278,0.713888889,0.5390625,0.838888889,0.6296875
image_1462,1,0.839075267,0.572222222,0.225,0.811111111,0.39609375
image_1533,1,0.820991933,0.645833333,0.14765625,0.808333333,0.259375
image_1533,1,0.795052826,0.572222222,0.3359375,0.797222222,0.3953125
image_1533,1,0.742993176,0.486111111,0.5234375,0.834722222,0.71796875
image_1504,0,0.879354715,0.6875,0.66171875,0.786111111,0.7484375
image_1504,1,0.836586237,0.690277778,0.38125,0.788888889,0.50625
image_1504,0,0.415717483,0.908333333,0.44453125,0.995833333,0.56953125
image_1534,1,0.863336444,0.5875,0.43828125,0.809722222,0.5015625
image_1466,1,0.858936012,0.615277778,0.7078125,0.863888889,0.8140625
image_1466,0,0.837829709,0.631944444,0.35390625,0.861111111,0.46484375
image_1466,0,0.741779685,0.613888889,0.04921875,0.8375,0.15625
image_1464,0,0.910212636,0.619444444,0.4375,0.820833333,0.5234375
image_1464,0,0.79724139,0.601388889,0.5953125,0.863888889,0.74765625
image_1464,0,0.796706378,0.691666667,0.1625,0.797222222,0.2484375
image_1480,0,0.845295131,0.708333333,0.1875,0.973611111,0.353125
image_1480,1,0.838950038,0.641666667,0.6453125,0.927777778,0.76640625
image_1516,1,0.874100924,0.616666667,0.4359375,0.844444444,0.50625
image_1519,0,0.83839035,0.672222222,0.61171875,0.75,0.70234375
image_1519,0,0.837968111,0.601388889,0.41796875,0.773611111,0.48359375
image_1519,1,0.813600481,0.640277778,0.26015625,0.766666667,0.33984375
image_1512,0,0.930663884,0.598611111,0.7703125,0.798611111,0.84609375
image_1507,0,0.88659519,0.673611111,0.509375,0.798611111,0.59765625
image_1507,1,0.85773623,0.666666667,0.13515625,0.783333333,0.275
image_1469,1,0.833803713,0.658333333,0.76484375,0.820833333,0.89296875
image_1530,0,0.882406294,0.636111111,0.1859375,0.830555556,0.32109375
image_1530,0,0.876074135,0.684722222,0.390625,0.805555556,0.47265625
image_1530,0,0.861999512,0.566666667,0.68359375,0.820833333,0.77421875
image_1479,0,0.833403111,0.704166667,0.584375,0.931944444,0.696875
image_1479,1,0.813692987,0.802777778,0.31328125,0.944444444,0.4265625
image_1479,1,0.706576407,0.740277778,0.78984375,0.906944444,0.896875
image_1488,1,0.823551416,0.726388889,0.05625,0.891666667,0.20546875
image_1488,1,0.815980732,0.733333333,0.65234375,0.936111111,0.78671875
image_1488,0,0.561322272,0,0.1328125,0.252777778,0.25
image_1488,0,0.455201596,0.673611111,0.23046875,0.994444444,0.453125
image_1492,0,0.730046511,0.611111111,0.471875,0.777777778,0.55625
image_1492,0,0.524396539,0.883333333,0.446875,0.994444444,0.578125
image_1492,0,0.425307184,0.201388889,0.403125,0.334722222,0.45078125
image_1521,1,0.857644737,0.759722222,0.3140625,0.894444444,0.43828125
image_1521,0,0.788086236,0.636111111,0.56953125,0.861111111,0.65390625
image_1521,0,0.481654853,0.056944444,0.18515625,0.286111111,0.2796875
image_1517,0,0.799876392,0.673611111,0.64140625,0.772222222,0.75625
image_1517,0,0.678373337,0.695833333,0.3,0.806944444,0.40078125
image_1524,1,0.838680685,0.719444444,0.36171875,0.870833333,0.50703125
image_1524,0,0.452837497,0.877777778,0.44921875,0.998611111,0.57734375
image_1490,1,0.794852316,0.6875,0.203125,0.876388889,0.32265625
image_1490,1,0.673592985,0.7375,0.66796875,0.891666667,0.77578125
image_1490,0,0.657611907,0.029166667,0.165625,0.261111111,0.26796875
image_1490,1,0.546955466,0.736111111,0.42109375,0.970833333,0.628125
image_1497,1,0.849177241,0.730555556,0.228125,0.915277778,0.36328125
image_1497,0,0.842364967,0.680555556,0.57265625,0.916666667,0.665625
image_1497,0,0.806861937,0.695833333,0.034375,0.883333333,0.20625
image_1548,0,0.903757453,0.722222222,0.4859375,0.866666667,0.60625
image_1548,1,0.830982208,0.697222222,0.184375,0.856944444,0.30859375
image_1548,1,0.715187192,0.773611111,0.7984375,0.865277778,0.86796875
image_1548,0,0.558734357,0.741666667,0.7234375,0.884722222,0.79375
image_1477,1,0.817576587,0.690277778,0.73515625,0.841666667,0.82890625
image_1477,0,0.461690366,0.905555556,0.4453125,0.997222222,0.5703125
image_1484,0,0.825763047,0.613888889,0.38515625,0.786111111,0.46015625
image_1484,0,0.793374419,0.695833333,0.16328125,0.790277778,0.2625
image_1484,1,0.677349925,0.697222222,0.57109375,0.7875,0.65234375
image_1513,0,0.842498183,0.659722222,0.4109375,0.847222222,0.51015625
image_1513,0,0.833506882,0.725,0.15703125,0.848611111,0.2609375
image_1526,0,0.725611746,0.691666667,0.4484375,0.991666667,0.58671875
image_1543,1,0.773936808,0.595833333,0.640625,0.859722222,0.76796875
image_1543,1,0.759388685,0.698611111,0.0375,0.866666667,0.1390625
image_1543,0,0.566118658,0.902777778,0.4453125,0.993055556,0.56953125
image_1537,0,0.938316822,0.7875,0.234375,0.947222222,0.36015625
image_1537,1,0.887654483,0.755555556,0.8625,0.933333333,0.975
image_1537,0,0.854420781,0.816666667,0.55546875,0.956944444,0.68359375
image_1515,0,0.830744445,0.666666667,0.5046875,0.790277778,0.628125
image_1515,0,0.828196406,0.681944444,0.64375,0.7875,0.75390625
image_1515,1,0.740255356,0.693055556,0.3046875,0.8125,0.4375
image_1499,0,0.910034299,0.619444444,0.54765625,0.829166667,0.62890625
image_1499,0,0.740350306,0.679166667,0.2203125,0.865277778,0.37578125
image_1509,0,0.914168656,0.718055556,0.5609375,0.823611111,0.65703125
image_1509,0,0.809209347,0.680555556,0.68203125,0.836111111,0.83046875
image_1509,1,0.799587488,0.670833333,0.26171875,0.804166667,0.390625
image_1547,0,0.804573476,0.722222222,0.18203125,0.851388889,0.2859375
image_1547,1,0.728495359,0.602777778,0.58671875,0.8875,0.7578125
image_1473,1,0.853278279,0.730555556,0.86171875,0.918055556,0.9796875
image_1473,1,0.810890734,0.719444444,0.28046875,0.905555556,0.38828125
image_1473,1,0.770543218,0.752777778,0.5515625,0.905555556,0.6625
image_1508,1,0.724462092,0.702777778,0.540625,0.786111111,0.66015625
image_1544,1,0.865751505,0.676388889,0.3140625,0.788888889,0.40078125
image_1511,0,0.849661827,0.6875,0.26328125,0.819444444,0.40546875
image_1511,1,0.841166675,0.663888889,0.68125,0.7875,0.7921875
image_1483,0,0.86056459,0.627777778,0.55859375,0.8,0.63515625
image_1483,1,0.832656205,0.669444444,0.68203125,0.793055556,0.7671875
image_1535,1,0.835247576,0.668055556,0.31796875,0.816666667,0.3875
image_1535,0,0.817709446,0.659722222,0.52734375,0.793055556,0.659375
image_1495,1,0.857368827,0.718055556,0.1484375,0.826388889,0.2296875
image_1495,1,0.737079799,0.705555556,0.55859375,0.870833333,0.6859375
image_1495,0,0.69742918,0.648611111,0.33515625,0.838888889,0.44609375
image_1495,0,0.640538573,0.880555556,0.4453125,0.997222222,0.5765625
image_1476,1,0.787899792,0.706944444,0.17421875,0.859722222,0.28671875
image_1529,1,0.821563005,0.634722222,0.2265625,0.815277778,0.35390625
image_1529,1,0.788920581,0.694444444,0.46171875,0.822222222,0.60625
image_1541,1,0.895685673,0.765277778,0.55546875,0.893055556,0.68515625
image_1541,0,0.7551772,0.758333333,0.15078125,0.901388889,0.29453125
image_1522,0,0.782293379,0.770833333,0.1984375,0.866666667,0.27421875
image_1522,1,0.780301392,0.720833333,0.64609375,0.858333333,0.74296875
image_1522,0,0.779532492,0.020833333,0.1625,0.261111111,0.2625
image_1522,1,0.73101604,0.761111111,0.34609375,0.881944444,0.48828125
image_1472,1,0.875715971,0.654166667,0.68203125,0.855555556,0.7765625
image_1472,1,0.842801213,0.641666667,0.48671875,0.855555556,0.58125
image_1472,0,0.705058336,0.702777778,0.24921875,0.836111111,0.38984375
image_1502,1,0.904742301,0.7125,0.26171875,0.841666667,0.36953125
image_1502,1,0.826919317,0.684722222,0.4734375,0.859722222,0.56015625
image_1498,1,0.912819028,0.672222222,0.6796875,0.819444444,0.7625
image_1498,0,0.857615054,0.681944444,0.34765625,0.829166667,0.4703125
image_1498,0,0.786746025,0.648611111,0.10078125,0.8125,0.1765625
image_1474,0,0.910726428,0.6625,0.57734375,0.881944444,0.684375
image_1474,0,0.84817934,0.726388889,0.23515625,0.877777778,0.3453125
image_1474,0,0.712994993,0.748611111,0.43359375,0.879166667,0.58046875
image_1493,1,0.783056974,0.665277778,0.29921875,0.801388889,0.37578125
image_1493,0,0.441174954,0.879166667,0.44765625,0.995833333,0.57734375
image_1536,0,0.874282956,0.768055556,0.6375,0.926388889,0.76796875
image_1478,1,0.869757533,0.661111111,0.46640625,0.794444444,0.54140625
image_1478,1,0.735930085,0.609722222,0.24296875,0.790277778,0.3046875
image_1496,0,0.880937397,0.680555556,0.6109375,0.804166667,0.7046875
image_1496,1,0.839356065,0.613888889,0.3703125,0.768055556,0.446875
image_1496,0,0.808640242,0.584722222,0.04296875,0.775,0.11484375
image_1518,1,0.893284976,0.661111111,0.41484375,0.795833333,0.50234375
image_1518,0,0.777804673,0.608333333,0.12265625,0.804166667,0.20078125
image_1518,1,0.757160544,0.688888889,0.6046875,0.797222222,0.721875
image_1528,1,0.955705047,0.622222222,0.26015625,0.798611111,0.34609375
image_1528,0,0.820695996,0.666666667,0.45,0.820833333,0.5953125
image_1487,0,0.873540461,0.730555556,0.5046875,0.865277778,0.60859375
image_1487,0,0.810143232,0.604166667,0.66875,0.816666667,0.78125
image_1487,1,0.793883145,0.658333333,0.215625,0.844444444,0.31640625
image_1470,0,0.663044095,0.675,0.6890625,0.956944444,0.9078125
image_1467,0,0.913460493,0.634722222,0.16640625,0.791666667,0.275
image_1467,0,0.849214256,0.647222222,0.71953125,0.804166667,0.81953125
image_1467,0,0.84397608,0.704166667,0.50234375,0.838888889,0.59921875
image_1500,1,0.819895387,0.634722222,0.58359375,0.759722222,0.68828125
image_1457,0,0.817309678,0.669444444,0.465625,0.770833333,0.54453125
image_1457,1,0.815164268,0.684722222,0.27109375,0.747222222,0.346875
image_1457,0,0.59435612,0.15,0.23828125,0.341666667,0.31640625
image_1457,0,0.465120435,0.1125,0.16015625,0.326388889,0.23828125
image_1539,0,0.844281912,0.744444444,0.603125,0.943055556,0.73828125
image_1527,1,0.86551559,0.602777778,0.3375,0.855555556,0.425
image_1527,0,0.749046564,0.698611111,0.55703125,0.865277778,0.64609375
image_1527,0,0.453009069,0.880555556,0.45078125,0.998611111,0.57734375
image_1481,1,0.915181398,0.648611111,0.66875,0.85,0.75
image_1489,0,0.930432498,0.659722222,0.35546875,0.873611111,0.42890625
image_1489,0,0.709964752,0.727777778,0.5453125,0.847222222,0.63125
image_1489,0,0.684350967,0.020833333,0.1671875,0.275,0.26328125
image_1489,0,0.678556025,0.658333333,0.0015625,0.9125,0.2171875
image_1532,1,0.672703326,0.786111111,0.0640625,0.9125,0.20234375
image_1463,1,0.843988061,0.6375,0.55390625,0.838888889,0.69453125
image_1463,1,0.813469231,0.656944444,0.25859375,0.797222222,0.3703125
image_1463,0,0.436770409,0.2,0.403125,0.327777778,0.45
image_1486,0,0.767544746,0.65,0.5921875,0.734722222,0.67734375
image_1486,0,0.738453984,0.634722222,0.73984375,0.726388889,0.80859375
image_1458,1,0.901807666,0.731944444,0.5046875,0.865277778,0.5828125
image_1458,0,0.838110864,0.754166667,0.32265625,0.858333333,0.4171875
image_1458,1,0.816001356,0.709722222,0.103125,0.870833333,0.23984375
image_1458,0,0.42053321,0.027777778,0.14140625,0.280555556,0.24921875
image_1475,1,0.88083303,0.690277778,0.765625,0.830555556,0.8765625
image_1475,0,0.7460742,0.686111111,0.40546875,0.858333333,0.55546875
image_1506,0,0.823912203,0.701388889,0.46875,0.838888889,0.60625
image_1506,0,0.808567226,0.729166667,0.2953125,0.909722222,0.4125
image_1506,0,0.739270449,0.733333333,0.6703125,0.905555556,0.77734375
image_1506,0,0.415608406,0.754166667,0.62734375,0.843055556,0.67109375
image_1531,0,0.87090832,0.7,0.2578125,0.891666667,0.38203125
image_1531,1,0.680363178,0.759722222,0.83046875,0.922222222,0.9953125
image_1546,1,0.8397277,0.673611111,0.57421875,0.769444444,0.63203125
image_1546,0,0.820287883,0.609722222,0.703125,0.747222222,0.771875
image_1538,0,0.755901098,0.779166667,0.29921875,0.979166667,0.43671875
image_1538,1,0.54085356,0.747222222,0.70546875,0.9875,0.9171875
image_1503,0,0.860747755,0.7,0.68203125,0.894444444,0.80234375
image_1503,1,0.763735473,0.541666667,0,0.919444444,0.15390625
image_1503,0,0.720812321,0.731944444,0.20625,0.958333333,0.3875
image_1471,0,0.83113879,0.6875,0.1296875,0.911111111,0.2328125
image_1471,1,0.735757232,0.618055556,0.496875,0.944444444,0.7234375
image_1461,1,0.808994234,0.622222222,0.421875,0.781944444,0.5328125
image_1461,0,0.571333587,0.880555556,0.44609375,0.994444444,0.578125
image_1482,1,0.941230774,0.590277778,0.36953125,0.809722222,0.440625
image_1465,1,0.919586837,0.6125,0.2546875,0.804166667,0.33515625
image_1465,0,0.801712513,0.694444444,0.67109375,0.809722222,0.80234375
image_1485,1,0.876033366,0.584722222,0.58359375,0.748611111,0.64453125
image_1485,0,0.826729536,0.608333333,0.39765625,0.755555556,0.48125
image_1485,0,0.825982153,0.619444444,0.20859375,0.751388889,0.2890625
image_1545,0,0.911756873,0.588888889,0.5890625,0.783333333,0.68125
image_1545,0,0.826154888,0.515277778,0.434375,0.756944444,0.53125
image_1545,0,0.767723799,0.693055556,0.1890625,0.786111111,0.3015625
image_1540,1,0.881331265,0.694444444,0.6765625,0.923611111,0.79765625
image_1540,0,0.843311071,0.729166667,0.18125,0.873611111,0.30859375
image_1540,0,0.714656591,0.725,0.4484375,0.930555556,0.56171875
image_1510,1,0.831550717,0.619444444,0.74140625,0.858333333,0.83984375
image_1491,1,0.819616675,0.695833333,0.32109375,0.880555556,0.43359375
image_1491,1,0.817335129,0.661111111,0.61953125,0.865277778,0.69765625
image_1491,1,0.554193079,0.034722222,0.1703125,0.275,0.27578125
image_1460,1,0.882905185,0.640277778,0.346875,0.770833333,0.44765625
image_1460,1,0.854018927,0.545833333,0.49453125,0.759722222,0.6
image_1460,1,0.774028242,0.658333333,0.2421875,0.744444444,0.325
image_1460,0,0.518938184,0,0.00234375,0.088888889,0.053125
image_1494,0,0.870394886,0.647222222,0.29140625,0.773611111,0.39609375
image_1494,1,0.793809712,0.605555556,0.48671875,0.816666667,0.59453125
image_1494,1,0.472841412,0.198611111,0.39921875,0.345833333,0.4546875
image_1574,1,0.912943423,0.709722222,0.4734375,0.840277778,0.56328125
image_1574,0,0.837252021,0.718055556,0.615625,0.8875,0.740625
image_1574,0,0.503211021,0.730555556,0.25546875,0.855555556,0.36171875
image_1578,1,0.744569659,0.719444444,0.2359375,0.858333333,0.31171875
image_1578,1,0.710401833,0.5375,0.50390625,0.872222222,0.74453125
image_1558,0,0.917746782,0.670833333,0.54140625,0.8375,0.67265625
image_1558,1,0.862956524,0.55,0.21875,0.797222222,0.396875
image_1558,0,0.765897751,0.609722222,0.4109375,0.777777778,0.490625
image_1558,0,0.543857217,0.877777778,0.44765625,0.995833333,0.57734375
image_1572,0,0.87185514,0.691666667,0.628125,0.806944444,0.70859375
image_1572,1,0.756006956,0.679166667,0.31484375,0.820833333,0.43671875
image_1584,1,0.7989645,0.75,0.225,0.883333333,0.2984375
image_1584,0,0.775718033,0.776388889,0.64140625,0.927777778,0.76875
image_1584,0,0.67133081,0,0.14375,0.258333333,0.26015625
image_1590,0,0.844492137,0.643055556,0.35703125,0.823611111,0.4515625
image_1590,1,0.818978012,0.651388889,0.21796875,0.772222222,0.29921875
image_1590,0,0.800407827,0.690277778,0.52734375,0.815277778,0.59765625
image_1590,1,0.550064445,0.197222222,0.40234375,0.338888889,0.4578125
image_1592,1,0.942776859,0.629166667,0.56875,0.747222222,0.6265625
image_1592,1,0.858576298,0.659722222,0.4390625,0.756944444,0.51171875
image_1579,1,0.869865119,0.6875,0.6140625,0.829166667,0.69296875
image_1579,1,0.668849647,0.675,0.1609375,0.861111111,0.328125
image_1570,0,0.874614716,0.701388889,0.69453125,0.829166667,0.79296875
image_1565,0,0.941080809,0.580555556,0.57109375,0.777777778,0.6453125
image_1565,1,0.8717466,0.627777778,0.42734375,0.770833333,0.5046875
image_1565,0,0.814464092,0.658333333,0.0796875,0.754166667,0.20234375
image_1573,1,0.834944189,0.754166667,0.4234375,0.880555556,0.51484375
image_1573,1,0.827656806,0.701388889,0.66328125,0.854166667,0.7828125
image_1573,1,0.818540812,0.702777778,0.21640625,0.830555556,0.30546875
image_1575,1,0.827444196,0.633333333,0.58046875,0.801388889,0.71796875
image_1575,0,0.724358201,0.627777778,0.35390625,0.766666667,0.41484375
image_1575,1,0.70872122,0.681944444,0.4203125,0.759722222,0.5109375
image_1588,1,0.826780021,0.715277778,0.25546875,0.836111111,0.3390625
image_1588,1,0.73974818,0.7125,0.4234375,0.844444444,0.5140625
image_1563,1,0.920769751,0.627777778,0.56328125,0.756944444,0.62890625
image_1593,0,0.875463724,0.609722222,0.56640625,0.744444444,0.6140625
image_1594,1,0.785681546,0.701388889,0.1125,0.816666667,0.2140625
image_1594,0,0.465339154,0.868055556,0.4296875,0.993055556,0.56796875
image_1549,0,0.885244846,0.611111111,0.72578125,0.802777778,0.79765625
image_1549,1,0.83080858,0.605555556,0.1734375,0.819444444,0.259375
image_1549,1,0.830295444,0.5625,0.51328125,0.880555556,0.63828125
image_1585,0,0.823290765,0.752777778,0.453125,0.875,0.53046875
image_1585,0,0.664814472,0.025,0.1625,0.269444444,0.2625
image_1599,1,0.915662289,0.613888889,0.2890625,0.768055556,0.4
image_1599,1,0.81445682,0.55,0.646875,0.826388889,0.80234375
image_1599,0,0.798609257,0.65,0.11171875,0.7625,0.184375
image_1587,0,0.839208305,0.730555556,0.5640625,0.836111111,0.69609375
image_1587,0,0.812942147,0.669444444,0.21640625,0.818055556,0.28125
image_1587,1,0.787010133,0.709722222,0.34765625,0.845833333,0.465625
image_1587,1,0.602628052,0.066666667,0.184375,0.304166667,0.284375
image_1560,0,0.966296375,0.604166667,0.3140625,0.802777778,0.38828125
image_1566,0,0.913527727,0.6375,0.60546875,0.766666667,0.67890625
image_1566,1,0.904947877,0.675,0.4859375,0.801388889,0.553125
image_1566,1,0.872381508,0.663888889,0.09765625,0.765277778,0.184375
image_1571,0,0.912161171,0.723611111,0.5875,0.836111111,0.6703125
image_1571,0,0.909975648,0.693055556,0.325,0.818055556,0.4109375
image_1571,1,0.857088268,0.693055556,0.46328125,0.843055556,0.571875
image_1589,0,0.828211367,0.725,0.228125,0.836111111,0.32578125
image_1589,0,0.743651986,0.641666667,0.57578125,0.859722222,0.68515625
image_1589,0,0.599292099,0.658333333,0.38203125,0.893055556,0.54453125
image_1595,0,0.928467929,0.658333333,0.0265625,0.8375,0.109375
image_1595,0,0.852813184,0.720833333,0.31484375,0.872222222,0.43671875
image_1595,0,0.78938055,0.747222222,0.58828125,0.873611111,0.728125
image_1552,1,0.88647759,0.754166667,0.31015625,0.880555556,0.43671875
image_1552,0,0.596015036,0.044444444,0.1625,0.258333333,0.2875
image_1583,1,0.697796106,0.695833333,0.23359375,0.7875,0.31875
image_1556,0,0.881287158,0.620833333,0.4015625,0.831944444,0.49453125
image_1556,0,0.846170843,0.720833333,0.5703125,0.830555556,0.6734375
image_1556,0,0.84463793,0.644444444,0.2640625,0.818055556,0.3421875
image_1554,0,0.917116225,0.690277778,0.29140625,0.893055556,0.37421875
image_1554,1,0.859056234,0.6375,0.48046875,0.8625,0.54765625
image_1554,0,0.488880813,0.040277778,0.16640625,0.291666667,0.28828125
image_1591,0,0.78381139,0.702777778,0.55390625,0.8125,0.61953125
image_1591,0,0.737715304,0.693055556,0.19453125,0.8,0.27578125
image_1591,1,0.719297469,0.680555556,0.38515625,0.820833333,0.46640625
image_1591,0,0.40789786,0.877777778,0.4515625,0.998611111,0.57734375
image_1561,1,0.941282034,0.569444444,0.54140625,0.8,0.6515625
image_1561,0,0.847008407,0.672222222,0.846875,0.781944444,0.9578125
image_1561,1,0.801084936,0.647222222,0.2484375,0.7875,0.325
image_1577,0,0.851922154,0.779166667,0.81640625,0.918055556,0.94453125
image_1577,0,0.708601892,0.7125,0.46328125,0.988888889,0.6890625
image_1577,0,0.424837738,0.655555556,0.2578125,0.969444444,0.384375
image_1597,0,0.846112967,0.638888889,0.62109375,0.851388889,0.77265625
image_1597,1,0.769049644,0.622222222,0.0359375,0.845833333,0.2296875
image_1597,1,0.519928813,0.725,0.46015625,0.861111111,0.53984375
image_1553,0,0.844996989,0.772222222,0.584375,0.948611111,0.7
image_1553,1,0.735645413,0.695833333,0.41015625,0.886111111,0.54375
image_1553,1,0.644107461,0.766666667,0.09140625,0.870833333,0.2125
image_1598,0,0.890435159,0.668055556,0.3859375,0.797222222,0.496875
image_1598,1,0.820689499,0.651388889,0.1734375,0.773611111,0.2796875
image_1598,1,0.795199335,0.694444444,0.584375,0.784722222,0.66796875
image_1596,0,0.87133348,0.679166667,0.49140625,0.813888889,0.5734375
image_1596,0,0.851209581,0.620833333,0.27734375,0.773611111,0.33828125
image_1569,0,0.839962482,0.698611111,0.29296875,0.848611111,0.3703125
image_1550,0,0.905433536,0.738888889,0.6171875,0.869444444,0.73984375
image_1550,1,0.857711434,0.672222222,0.1984375,0.797222222,0.31640625
image_1550,1,0.857387781,0.623611111,0.42265625,0.797222222,0.49375
image_1564,0,0.888642013,0.609722222,0.68125,0.772222222,0.75625
image_1564,1,0.777164519,0.648611111,0.34453125,0.756944444,0.44765625
image_1564,1,0.762767911,0.581944444,0.15546875,0.794444444,0.3109375
image_1581,0,0.780141711,0.709722222,0.31328125,0.880555556,0.3953125
image_1581,0,0.775264621,0.544444444,0.51953125,0.908333333,0.69140625
image_1581,0,0.67304194,0.751388889,0.72265625,0.858333333,0.83046875
image_1559,1,0.750502944,0.661111111,0.225,0.851388889,0.37578125
image_1559,0,0.576285422,0.691666667,0.4359375,1,0.578125
image_1562,0,0.843814969,0.616666667,0.765625,0.844444444,0.8546875
image_1562,1,0.803468585,0.633333333,0.34375,0.869444444,0.44765625
image_1586,1,0.771631896,0.731944444,0.18046875,0.848611111,0.28515625
image_1586,0,0.629261434,0.019444444,0.1515625,0.266666667,0.2546875
image_1586,1,0.449802816,0,0.26875,0.316666667,0.45390625
image_1551,0,0.922593236,0.604166667,0.6953125,0.798611111,0.76953125
image_1551,0,0.703756809,0.695833333,0.4046875,0.848611111,0.51328125
image_1551,1,0.700767219,0.691666667,0.2125,0.7875,0.33515625
image_1568,0,0.891495645,0.7625,0.35625,0.890277778,0.4828125
image_1568,1,0.822509766,0.751388889,0.5546875,0.8875,0.6375
image_1576,0,0.84903878,0.6875,0.7078125,0.905555556,0.85546875
image_1576,0,0.699261725,0.7375,0.4890625,0.840277778,0.58359375
image_1567,0,0.858097374,0.595833333,0.21015625,0.7875,0.28515625
image_1567,1,0.822062969,0.652777778,0.6234375,0.819444444,0.69609375
image_1580,1,0.789373815,0.654166667,0.50625,0.7875,0.57734375
image_1555,1,0.800037801,0.698611111,0.3578125,0.790277778,0.4515625
image_1555,0,0.480456114,0.115277778,0.21796875,0.313888889,0.303125
image_1582,0,0.885929942,0.631944444,0.634375,0.793055556,0.74921875
image_1582,0,0.798775375,0.677777778,0.5,0.766666667,0.57265625
image_1582,0,0.652214766,0.665277778,0.309375,0.788888889,0.4546875
image_1557,0,0.935897052,0.625,0.403125,0.830555556,0.48515625
image_1557,1,0.830086708,0.738888889,0.5484375,0.843055556,0.64609375
image_1557,0,0.645017684,0.719444444,0.23125,0.818055556,0.32578125
image_0070,1,0.822754741,0.683333333,0.2375,0.906944444,0.34609375
image_0001,0,0.840270877,0.734722222,0.1546875,0.880555556,0.2625
image_0001,1,0.709323883,0.75,0.6984375,0.875,0.8078125
image_0001,0,0.670338333,0.595833333,0.36015625,0.977777778,0.565625
image_0034,1,0.849293172,0.597222222,0.428125,0.781944444,0.5109375
image_0031,1,0.869978249,0.656944444,0.31875,0.780555556,0.40234375
image_0006,1,0.89603126,0.702777778,0.86171875,0.8125,0.94375
image_0006,0,0.78461045,0.665277778,0.5140625,0.813888889,0.64609375
image_0028,1,0.953018248,0.645833333,0.6515625,0.854166667,0.73203125
image_0010,1,0.910267889,0.6875,0.271875,0.822222222,0.33984375
image_0010,0,0.755865872,0.670833333,0.596875,0.825,0.75078125
image_0017,0,0.863260686,0.566666667,0.38984375,0.694444444,0.5078125
image_0017,0,0.829964876,0.543055556,0.67421875,0.695833333,0.7546875
image_0017,0,0.7861498,0.616666667,0.578125,0.686111111,0.625
